keyword_text,match_type,clicks,impressions,conversions,cost_eur,conversion_value,quality_score
luxury shoes,phrase,134,4319,5,317.23,408.41,8
shoe ratings,exact,239,1946,21,1130.86,5642.78,10
gym shoes,phrase,134,2005,2,252.02,999.68,5
formal shoes,broad,280,7366,15,1014.52,6706.46,4
adidas ultraboost,phrase,154,2707,4,721.06,248.05,7
 puma running ,phrase,63,1566,2,90.67,612.65,8
shoe reviews,phrase,347,4817,34,1258.18,16410.55,5
trail running shoes,broad,22,3232,1,87.26,124.63,5
shoe reviews,exact,191,1668,17,942.39,1984.06,9
training shoes,broad,78,3676,4,204.03,822.58,5
tennis shoes,exact,52,828,4,208.34,1249.79,8
online shoes,exact,95,1611,8,382.23,443.76,9
winter boots,broad,108,8951,4,148.73,1670.02,4
shoe clearance,phrase,50,1945,1,84.13,437.71,5
yoga shoes,broad,50,7943,3,244.41,496.02,5
brand shoes,broad,131,6618,4,132.78,1079.63,5
leather shoes,exact,82,685,740.84,156.85,668.46,8
YOGA SHOES,broad,255,8330,"22,00",313.68,3046.47,5
shoe sizes,exact,89,694,924.17,327.62,2125.61,8
converse all star,phrase,33,1235,2,157.66,475.67,5
hiking shoes,exact,63,776,3,215.27,248.12,7
training shoes,broad,16,3080,1,15.26,317.09,4
shoe discount,phrase,84,2504,6,403.89,2524.59,5
walking shoes,phrase,241,3120,20,795.6,3543.37,7
adidas ultraboost,broad,124,5310,10,233.13,2820.05,3
walking shoes,broad,51,2468,4,151.8,608.24,4
discount shoes,phrase,58,1087,1,48.75,425.17,7
affordable shoes,exact,169,1271,10,820.76,786.14,7
shoe ratings,phrase,144.68,3539,11,897.58,1295.65,6
marathon shoes,phrase,223,4704,11,418.15,1587.63,7
shoe models,broad,57,999999,1,151.65,309.09,6
training shoes,exact,11,105,0,8.97,0.0,10
shoe colors,broad,50,1933,2,168.17,904.34,3
shoe store,phrase,148,2498,9,590.61,1320.86,7
shoe clearance,exact,33,363,  3  ,90.87,1054.35,7
waterproof shoes,broad,47,7362,3,69.84,184.2,4
women sports shoes,phrase,70,3320,2,124.7,151.91,5
shoe sizes,broad,198,8605,8,581.69,2084.59,6
leather shoes,phrase,141,2655,3,134.84,889.18,8
shoe promotion,exact,113,1792,6,431.44,2158.09,7
 shoe buying guide ,broad,233,7474,5,462.09,  378.87  ,6
brand shoes,broad,  212  ,9803,3,526.83,394.26,5
nike air max,broad,50,2124,4,62.18,1236.29,5
kids shoes,exact,30,222,1,28.03,327.74,NULL
shoe sale,phrase,219,4369,11,1025.81,4332.92,7
online shoes,broad,89,6848,1,122.63,59.41,4
shoe buying guide,phrase,187,2384,5,750.31,1002.56,8
men shoes,exact,107,873,2,211.07,361.4,9
shoe brands,broad,21,1306,0,12.93,0.0,3
online shoes,broad,147,9859,2,392.45,743.1,6
climbing shoes,phrase,245,3175,8,1007.21,1264.56,8
wide fit shoes,exact,118,1117,4,271.99,1286.42,9
shoe sizes,phrase,142,2032,13,616.43,1657.92,8
waterproof shoes,phrase,65,896,3,123.14,692.53,8
women sports shoes,exact,96,1563,1,148.41,321.25,9
reebok nano,broad,39,5422,2,24.64,760.03,6
shoe sizes,phrase,224,4938,3,760.43,1377.88,6
winter boots,broad,41,1147,2,176.42,632.62,3
work shoes,exact,99,1616,1,284.9,248.3,8
men shoes,exact,159,1243,13,513.04,1925.09,8
walking shoes,broad,85,9875,7,118.77,-3378.43,5
shoe clearance,broad,38,5900,2,59.78,755.48,5
casual shoes,exact,74,844,4,311.76,1693.13,8
basketball shoes,phrase,64,834,4,299.1,1685.88,7
soccer shoes,broad,206,9929,12,837.73,5580.87,4
shoe store,phrase,62,1291,4,65.08,1971.75,7
shoe outlet,broad,252,9562,12,352.75,5582.87,4
shoe reviews,phrase,193,4198,2,365.08,603.12,8
winter boots,broad,12,1557,1,8.37,341.08,6
leather shoes,exact,164,1176,15,664.41,3893.1,8
BASKETBALL SHOES,phrase,110,4697,4,511.12,319.31,7
walking shoes,phrase,298,4121,14,1171.75,1082.6,6
shoe comparison,phrase,51,721,4,68.25,1363.58,8
work shoes,broad,270,7695,8,776.31,2014.95,5
adidas ultraboost,phrase,40,1808,2,121.36,312.94,6
women sports shoes,broad,21,3014,0,50.72,0.0,3
shoe brands,exact,117,932,3,258.08,274.68,7
shoe comparison,phrase,184,2557,5,546.3,1208.06,5
winter boots,phrase,127,1739,11,381.02,1428.72,7
formal shoes,exact,155,1745,6,705.8,1136.59,9
marathon shoes,phrase,|133|,2329,12,218.74,1090.31,7
shoe ratings,broad,93,5183,6,226.43,1429.03,4
walking shoes,phrase,133,2710,3,316.79,768.71,8
casual shoes,phrase,95,1681,7,226.3,608.26,8
shoe colors,phrase,42,566,1,81.77,87.5,7
shoe clearance,phrase,  295  ,3744,16,918.66,7205.56,5
reebok nano,exact,165,1368,8,798.59,2402.25,8
affordable shoes,phrase,62,2669,4,220.95,617.89,5
adidas ultraboost,phrase,32,648,1,96.81,-162.5,7
narrow shoes,phrase,692.66,3589,14,546.83,1817.84,6
leather shoes,phrase,211,3561,6,862.82,1736.25,8
shoe reviews,broad,188,7326,7,219.92,1854.91,4
shoe comparison,phrase,131,1878,12,74.08,2281.46,8
shoe clearance,broad,85,4074,8,202.81,2033.0,4
walking shoes,phrase,335,4927,10,959.4,4309.12,8
shoe sale,broad,360,9279,21,1325.66,1523.08,3
casual shoes,phrase,46,1691,3,28.62,886.02,5
discount shoes,phrase,24,1002,1,61.01,399.52,"6,00"
affordable shoes,phrase,95,2091,2,242.18,385.07,8
shoe ratings,broad,135,9660,4,302.02,399.26,3
running shoes,exact,16,249,0,21.86,0.0,7
shoe colors,exact,90,1015,2,299.41,586.79,9
skechers memory foam,phrase,66,3105,4,297.88,312.97,8
affordable shoes,exact,109,1777,5,288.84,1961.41,9
women sports shoes,broad,46,3706,2,-93.34,233.87,5
nike air max,broad,224,9621,10,851.74,2496.81,5
converse all star,exact,193,1837,15,933.77,2204.26,9
walking shoes,phrase,236,4173,19,603.92,2608.16,8
shoe colors,exact,94,959,5,168.11,872.56,8
leather shoes,exact,156,1256,3,611.35,1237.87,7
shoe promotion,phrase,63,894,1000000,153.12,288.64,8
shoe reviews,phrase,89,1591,2,426.61,966.58,6
shoe discount,broad,195,6858,11,230.99,4451.63,5
leather shoes,phrase,118,1669,3,469.24,1207.75,8
basketball shoes,exact,43,389,3,149.79,437.93,7
shoe models,broad,87,3532,7,80.23,2476.99,6
shoe store,exact,120,1578,10,395.21,2772.48,9
gym shoes,exact,157,1438,14,684.2,1673.36,9
winter boots,broad,152,8113,5,368.54,1136.19,15
shoe sale,phrase,65,1962,5,146.84,859.95,7
shoe sale,exact,239,1642,20,1183.07,9841.01,8
crossfit shoes,exact,92,1079,2,416.29,104.45,7
online shoes,phrase,177,"3.549,00",14,775.63,1195.89,6
walking shoes,broad,132,6967,10,636.78,1023.52,6
shoe brands,broad,42,1370,1,173.63,382.17,5
puma running,broad,134,8501,6,499.79,1116.61,5
walking shoes,phrase,139,1795,7,156.13,"1.337,78",7
nike air max,broad,82,8483,1,375.12,434.26,5
shoe reviews,phrase,297,4904,27,748.6,-,8
trail running shoes,phrase,143,3808,8,468.67,2149.14,8
narrow shoes,broad,65,2291,2,50.76,474.28,4
training shoes,broad,186,5375,3,768.14,188.81,4
shoe models,phrase,263,3410,19,940.84,1827.59,6
gym shoes,broad,111,3589,6,522.43,1021.46,4
nike air max,phrase,32,888,1,139.5,58.96,8
yoga shoes,exact,120,880,7,120.57,2185.67,9
wide fit shoes,broad,313,7866,19,756.88,2360.47,3
trail running shoes,exact,41,393,3,135.47,710.11,10
nike air max,broad,281,9282,19,337.45,4801.66,6
SHOE RATINGS,exact,116,836,7,109.17,3030.01,7
trail running shoes,broad,45,1304,4,134.45,200.59,4
waterproof shoes,broad,170,7034,10,117.68,868.69,4
marathon shoes,phrase,56,2079,2,121.47,494.05,8
discount shoes,phrase,191,3191,13,378.03,3967.33,5
climbing shoes,broad,230,5912,13,542.12,3041.66,5
shoe reviews,exact,40,724,3,81.59,353.2,10
women sports shoes,exact,34,395,2,44.11,632.51,9
shoe comparison,exact,34,252,0,30.26,0.0,10
nike air max,exact,43,447,3,140.05,1345.71,9
climbing shoes,exact,#176#,1473,14,749.39,1107.09,9
vans sneakers,phrase,234,4981,8,1046.41,3127.49,8
shoe shop,broad,55,3847,5,265.16,552.35,6
waterproof shoes,broad,237,6152,21,1181.41,2053.1,6
shoe discount,phrase,69,2391,  3  ,41.57,1380.76,5
hiking shoes,phrase,236,3922,7,1157.61,1924.5,5
shoe comparison,broad,160,4098,3,169.05,540.45,5
narrow shoes,phrase,99,2953,2,455.34,235.96,6
climbing shoes,exact,100,788,2,302.28,129.97,7
crossfit shoes,broad,65,9844,4,106.56,235.52,3
converse all star,phrase,145,3479,5,309.24,2236.86,8
narrow shoes,phrase,83,2026,1,267.74,304.81,5
shoe discount,broad,349,9767,29,1744.73,1610.91,6
puma running,exact,163,1587,-13,569.06,4651.99,10
women sports shoes,broad,19,3150,0,87.89,0.0,4
shoe store,broad,150,8837,2,503.84,586.73,4
shoe sale,exact,68,1223,2,203.78,709.87,9
yoga shoes,exact,5,102,0,19.87,0.0,8
shoe colors,phrase,262,3326,6,871.26,1055.0,7
skechers memory foam,exact,96,1579,7,393.22,1860.34,10
nike air max,broad,152,6015,1,151.32,378.3,4
summer sandals,phrase,99,2459,6,156.97,985.49,6
men shoes,exact,130.27,909,5,251.02,661.82,9
reebok nano,broad,62,3144,1,99.0,461.6,5
yoga shoes,broad,156,4887,2,634.75,612.04,4
crossfit shoes,exact,136,1962,11,314.25,1906.09,10
trail running shoes,broad,33,1648,3,124.2,1171.25,5
soccer shoes,phrase,182,2915,8,821.22,3404.47,7
winter boots,broad,142,6737,12,697.7,2658.69,4
shoe promotion,broad,79,3563,4,89.6,484.43,6
gym  shoes,broad,179,9883,8,302.1,3069.29,5
brand shoes,phrase,145,3105,13,427.98,6159.43,7
climbing shoes,broad,92,4018,1,149.49,484.9,5
women sports shoes,broad,315,9326,12,796.82,"825,10",5
formal shoes,exact,160,1701,8,258.2,3323.45,8
puma running,exact,46,525,1,53.4,179.86,9
narrow shoes,exact,106,1006,7,500.27,1000.26,8
shoe ratings,exact,69,612,3,100.45,327.77,9
shoe sale,phrase,196,4989,13,869.41,1611.46,6
nike air max,phrase,155,3828,9,98.76,3222.63,5
reebok nano,broad,  310  ,9061,5,182.35,2326.92,3
gym shoes,phrase,110,2815,9,549.55,4367.8,7
shoe brands,phrase,15,700,0,51.27,0.0,8
soccer shoes,phrase,91,1387,1,363.68,70.68,7
yoga shoes,broad,245,9143,14,163.17,2636.4,6
shoe outlet,exact,93,737,1,183.77,380.23,9
shoe sizes,exact,142,1943,12,362.38,5027.17,9
shoe ratings,broad,91,4618,6,335.07,359.07,3
leather shoes,broad,35,1943,1,156.37,374.24,4
WOMEN SPORTS SHOES,broad,109,8748,9,115.08,4022.7,3
shoe models,phrase,125,2907,2,-,159.98,8
walking shoes,exact,42,653,2,122.79,506.22,9
women sports shoes,phrase,329,4574,12,1452.89,936.06,7
shoe sizes,exact,21,176,1,13.29,443.22,8
reebok nano,broad,147,5783,14,508.94,2201.64,6
shoe brands,exact,50,598,1,103.2,412.34,7
men shoes,phrase,20,578,0,55.98,0.0,7
climbing shoes,phrase,191,3283,7,858.94,1100.58,6
converse all star,exact,47,467,1,115.58,424.19,7
basketball shoes,broad,217,6217,20,1077.03,1253.8,6
 women sports shoes ,phrase,246,3638,13,846.64,5376.55,6
 brand shoes ,phrase,77,1267,2,239.25,766.45,6
walking shoes,exact,196,1816,14,259.47,5631.37,10
tennis shoes,exact,201,1900,4,668.92,1974.0,8
crossfit shoes,broad,8,1301,0,11.18,0.0,3
formal shoes,phrase,13,618,0,21.03,0.0,8
shoe ratings,phrase,57,1207,2,228.18,453.8,7
shoe  models,exact,208,1814,9,262.44,2460.19,9
formal shoes,exact,57,442,3,180.82,1208.05,9
 shoe sale ,phrase,317,4787,9,1246.89,3334.95,7
ONLINE SHOES,exact,15,151,1,58.35,299.04,9
wide fit shoes,exact,29,386,0,57.21,0.0,7
shoe brands,phrase,73,1208,4,171.28,256.06,8
shoe ratings,exact,199,1878,12,467.11,4994.71,8
puma running,exact,88,1773,6,196.15,604.68,9
shoe reviews,phrase,302,4367,29,1416.02,4210.1,6
skechers memory foam,phrase,107,4591,8,349.19,1570.32,5
climbing shoes,phrase,160,3981,6,605.23,1236.86,7
nike air max,broad,132,7195,10,597.81,4302.84,5
shoe models,phrase,197,4114,19,244.66,6852.6,5
shoe discount,phrase,89,4303,5,385.09,2156.25,6
work shoes,exact,73,663,4,143.52,1710.76,10
shoe comparison,exact,39,458,0,121.78,0.0,8
shoe sizes,broad,172,5036,9,183.74,3085.21,6
shoe sale,phrase,41,973,1,157.07,169.65,8
wide fit shoes,broad,110,8877,10,243.99,3683.89,4
men shoes,phrase,243,4442,14,1083.16,2560.67,5
women sports shoes,exact,17,136,0,13.46,0.0,9
narrow shoes,phrase,144,4542,13,147.75,5204.22,
converse all star,phrase,103,2506,9,260.19,3006.63,6
shoe clearance,broad,46,3682,2,78.18,251.89,6
narrow shoes,exact,143,N/A,9,484.18,1945.39,10
formal shoes,exact,178,1226,5,831.59,831.81,10
puma running,phrase,21,549,1,68.66,404.43,7
shoe buying guide,phrase,160,4809,7,446.4,1752.42,8
men shoes,broad,165,6666,4,116.5,1904.68,4
gym shoes,phrase,34,1236,1,148.92,339.72,5
vans sneakers,broad,41,7276,2,61.77,413.52,3
shoe brands,exact,228,1980,4,121.08,967.17,7
shoe outlet,exact,74,827,6,94.06,1055.12,7
shoe buying guide,exact,10,189,0,29.95,0.0,7
shoe comparison,phrase,36,799,1,115.37,389.45,6
discount shoes,exact,	59	,488,4,286.45,413.05,10
hiking shoes,phrase,36,1753,2,87.85,476.3,5
adidas ultraboost,exact,59,583,3,238.29,607.27,8
 shoe clearance ,phrase,85,3122,3,395.29,1220.29,5
kids shoes,exact,104,751,8,394.13,1714.55,7
work shoes,phrase,19,625,-1,63.75,83.73,7
formal shoes,phrase,25,869,1,55.02,366.06,8
yoga shoes,phrase,159,2100,9,713.85,  3137.25  ,5
basketball shoes,phrase,317,4288,15,872.27,4951.55,5
puma running,phrase,56,1383,2,179.79,254.66,8
online shoes,exact,100,1316,4,347.3,1233.52,9
summer sandals,exact,148,1764,13,435.43,3043.04,10
men  shoes,exact,117,1690,10,407.47,3272.98,9
skechers memory foam,phrase,92,2698,8,82.49,3468.97,5
adidas ultraboost,exact,216,1848,15,241.17,6978.51,9
casual shoes,phrase,191,4590,14,830.47,2553.47,7
shoe buying guide,broad,309,8139,28,1257.51,7204.9,5
marathon shoes,phrase,57,1538,2,108.83,9999999.99,6
shoe ratings,exact,31,544,0,57.53,0.0,10
puma running,broad,170,6446,2,409.7,148.52,4
crossfit shoes,phrase,133,1762,2,187.0,668.17,8
nike air max,exact,225,1603,6,172.84,417.47,9
hiking shoes,exact,180,1776,5,325.35,1132.45,9
shoe store,exact,62,656,4,57.22,739.87,	10	
shoe colors,phrase,298,3954,9,1352.07,1632.09,6
shoe clearance,phrase,59,1940,2,195.55,356.32,6
kids shoes,broad,250,7330,17,866.72,4004.95,4
formal shoes,exact,223,1556,19,1099.59,8713.93,8
affordable shoes,broad,111,4917,5,389.26,2431.18,4
shoe sale,phrase,952.12,3418,8,567.49,2822.25,6
yoga shoes,phrase,28,1247,2,88.77,654.58,6
skechers memory foam,broad,93,7267,8,276.96,1647.48,3
luxury shoes,exact,148,1554,4,407.36,1838.74,9
nike air max,exact,80,1257,4,376.84,1063.98,8
narrow shoes,phrase,215,3319,4,656.73,398.67,6
shoe ratings,broad,54,2756,2,"207.22",209.1,3
shoe shop,phrase,72,1346,5,179.1,2309.49,8
crossfit shoes,broad,41,2374,3,171.46,1061.14,5
shoe ratings,phrase,32,1313,1,25.97,82.75,5
shoe sizes,broad,348,9254,9,1383.0,916.91,4
shoe ratings,exact,54,806,1,217.67,84.3,9
reebok nano,broad,87,2377,6,204.11,2989.94,5
luxury shoes,broad,145,6980,6,136.31,2348.44,6
converse all star,phrase,87,2292,3,430.97,1273.35,5
shoe discount,exact,201,1569,13,855.08,1364.57,7
shoe store,phrase,29,840,2,55.27,416.12,7
kids shoes,phrase,322,4204,17,,2839.75,7
winter boots,phrase,151,2874,8,262.1,538.75,5
kids shoes,phrase,224,2933,16,912.77,4422.98,8
luxury shoes,exact,98,1693,1,437.2,262.82,7
leather shoes,phrase,42,1584,	2	,200.69,262.79,7
leather shoes,exact,113,882,3,531.86,1362.59,10
luxury shoes,phrase,206,2941,14,695.45,1051.73,6
training shoes,exact,128,1655,9,209.95,2001.58,7
hiking shoes,exact,175,1486,4,857.48,805.83,7
nike air max,phrase,283,4022,7,484.54,2608.4,5
narrow shoes,exact,97,1204,2,111.55,152.62,8
formal shoes,phrase,135,3904,11,264.6,3134.95,7
casual shoes,phrase,110,3680,3,436.03,757.03,5
formal shoes,broad,251,6982,15,587.5,1972.79,6
waterproof shoes,broad,99,7746,1,163.11,218.79,3
men shoes,exact,133,1332,8,93.11,3020.53,10
converse all star,phrase,164,2307,4,226.04,1614.55,7
shoe sizes,phrase,119,1562,5,189.88,737.7,6
hiking shoes,exact,104,737,1,66.93,263.98,9
converse all star,exact,106,977,1,464.14,323.32,8
casual shoes,exact,118,1950,2,165.16,751.94,7
shoe buying guide,exact,32,362,0,95.44,0.0,9
shoe comparison,exact,54,923,4,84.38,962.67,7
hiking shoes,phrase,118,4178,7,499.22,2630.89,7
gym shoes,broad,185,8865,7,644.98,2016.84,4
crossfit shoes,phrase,360,4577,18,1769.15,2664.46,7
work shoes,phrase,51,770,2,220.14,110.12,8
tennis shoes,exact,92,1024,2,366.88,334.2,7
shoe brands,broad,212,5546,12,282.67,2721.07,3
affordable shoes,broad,207,8210,8,169.31,3488.74,3
discount shoes,phrase,258,3309,18,1065.91,4856.08,7
shoe brands,exact,112,1426,8,100.75,1638.07,9
waterproof shoes,phrase,209,3334,13,775.33,6440.23,8
shoe reviews,exact,97,806,2,350.59,  931.39  ,9
converse all star,broad,58,4454,4,127.02,695.93,3
shoe shop,broad,73,  7902  ,3,90.18,738.31,3
winter boots,phrase,69,1178,3,62.63,877.06,8
nike air max,phrase,207,3004,2,718.02,345.37,5
brand shoes,broad,160,4078,13,729.03,2449.99,3
shoe outlet,broad,204,6880,14,441.54,-5882.33,5
reebok nano,phrase,254,4735,4,334.64,216.87,7
vans sneakers,broad,48,2219,1,205.03,231.79,4
women sports shoes,exact,115,1123,7,180.08,1925.69,9
summer sandals,exact,61,958,1,136.0,145.21,8
yoga shoes,broad,53,1705,2,232.21,154.39,5
shoe ratings,phrase,39,652,3,173.5,1242.64,6
shoe reviews,exact,17,157,1,74.8,76.43,8
luxury shoes,phrase,21,928,1,83.67,240.35,5
reebok nano,exact,69,591,6,343.52,1167.61,10
reebok nano,exact,91,666,7,444.23,1145.07,9
shoe clearance,phrase,29,639,0,58.31,0.0,6
shoe models,phrase,93,2411,2,194.7,973.05,7
women sports shoes,exact,230,1697,15,296.63,1410.63,8
shoe store,phrase,75,1490,1,180.11,196.06,7
women sports shoes,broad,93,5359,5,426.02,306.8,3
affordable shoes,broad,55,1841,3,265.85,1146.19,3
shoe reviews,phrase,273,4587,26,727.94,7478.84,7
kids shoes,phrase,96,2404,4,188.11,465.86,7
formal shoes,exact,13,274,0,36.25,0.0,7
walking shoes,broad,135,3425,3,256.24,1169.09,4
climbing shoes,exact,135,1201,6,101.96,2585.98,8
walking shoes,exact,111,1263,10,491.33,4867.46,9
leather shoes,exact,69,834,1,187.74,142.67,8
work shoes,phrase,347,4636,25,795.46,1671.72,5
kids shoes,exact,81,243.18,0,381.72,0.0,9
reebok nano,exact,178,1860,12,888.79,4050.55,7
converse all star,exact,90,621,4,61.5,1537.56,8
trail running shoes,exact,9,151,0,35.99,0.0,8
VANS SNEAKERS,phrase,366,4945,5,312.16,1953.0,8
shoe colors,phrase,100,1350,8,424.85,1282.45,6
puma running,phrase,145,1824,6,583.8,2744.72,1000
shoe comparison,phrase,130,3842,9,186.94,2819.48,6
shoe reviews,exact,82,805,2,334.38,721.6,10
winter boots,exact,51,455,4,64.06,361.86,7
shoe clearance,broad,19,1272,1,23.24,272.91,6
shoe brands,exact,80,975,7,150.79,366.02,9
walking shoes,phrase,165,3781,3,564.33,503.52,8
shoe  clearance,phrase,174,3376,6,733.83,1024.44,6
climbing  shoes,phrase,23,503,1,109.63,72.17,5
online shoes,phrase,22,730,2,42.94,839.48,7
reebok nano,broad,207,7888,"16,00",128.29,2288.47,3
affordable shoes,exact,40,795,2,119.54,230.2,7
shoe sale,exact,78,935,3,204.16,1481.03,8
gym shoes,exact,180,1346,9,171.08,4230.09,9
skechers memory foam,phrase,281,3996,18,476.92,6190.81,5
gym shoes,broad,236,6649,19,1099.95,6034.02,3
shoe store,phrase,223,3772,17,327.33,1558.2,6
winter boots,broad,26,1426,0,103.53,0.0,5
affordable shoes,phrase,167,4686,4,166.27,1765.79,5
wide fit shoes,broad,320,8502,17,261.22,5874.58,3
wide fit shoes,phrase,227,4627,8,911.85,2326.66,6
hiking shoes,exact,16,230,0,64.31,0.0,10
soccer shoes,exact,67,618,6,145.73,2725.84,9
leather shoes,phrase,297,4601,24,278.82,"6.438,20",6
converse all star,phrase,257,4865,18,1245.79,-3969.19,5
summer sandals,exact,188,1379,17,376.09,2507.37,9
reebok nano,broad,218,9157,20,404.6,3902.48,5
luxury shoes,phrase,79,1223,2,125.5,525.77,8
gym  shoes,phrase,85,3581,5,92.99,2222.59,5
shoe ratings,broad,175,4788,3,388.76,783.84,3
shoe sizes,exact,145,1719,1,471.28,158.52,10
narrow shoes,phrase,67,2870,5,102.61,1792.0,7
training shoes,broad,283,7853,19,1345.83,7385.31,4
shoe store,phrase,351,4788,20,526.63,2588.27,5
leather shoes,exact,207,1643,12,361.56,2855.76,7
waterproof shoes,phrase,286,3772,15,-276.51,6475.31,8
winter boots,exact,182,1888,8,@590.71@,1434.96,7
shoe discount,phrase,186,3905,4,744.84,1456.99,7
soccer shoes,exact,145,1089,13,554.48,3224.81,8
shoe shop,phrase,250,3421,24,199.21,4374.55,6
shoe promotion,phrase,4253,3253,7,470.36,720.71,7
reebok nano,phrase,58,1150,3,173.72,864.42,5
shoe store,exact,19,150,0,28.15,0.0,8
women sports shoes,broad,69,9492,2,88.13,790.35,3
running shoes,broad,50,9624,1,127.2,303.74,5
vans sneakers,phrase,326,4314,17,614.91,5963.23,5
online shoes,exact,18,186,0,55.21,0.0,8
shoe brands,exact,126,1037,6,259.71,953.21,9
online shoes,exact,147,1535,4,452.5,911.35,10
wide fit shoes,phrase,69,958,4,135.08,958.34,7
formal shoes,phrase,125,1582,11,184.99,2866.79,7
discount shoes,phrase,208,2876,20,754.63,6485.96,5
shoe shop,exact,56,1051,5,41.82,1974.89,8
skechers memory foam,phrase,185,2617,7,836.86,2915.87,8
shoe clearance,exact,31,363,1,105.08,109.95,10
soccer shoes,phrase,39,1703,1,165.31,490.22,7
shoe sale,broad,77,2805,1000000,44.6,777.97,4
shoe buying guide,phrase,215,3274,9,590.53,3136.95,7
 skechers memory foam ,broad,209,7353,16,293.99,1351.5,6
converse all star,broad,176,5834,9,311.08,1999.17,3
walking shoes,phrase,46,1077,3,134.11,946.71,7
shoe  sizes,phrase,147,4675,2,210.1,421.0,7
running shoes,exact,123,907,7,594.65,2524.47,8
adidas ultraboost,broad,76,7087,5,180.36,1534.77,5
crossfit shoes,exact,50,970,0,220.07,0.0,9
summer sandals,broad,76,4757,4,63.44,974.99,5
summer sandals,broad,165,5047,3,630.17,262.97,3
narrow shoes,phrase,82,3468,4,"524,54",1076.29,7
shoe discount,exact,98,754,7,67.58,3142.02,9
waterproof shoes,exact,89,1098,8,425.32,1644.16,7
walking shoes,exact,32,567,2,29.16,564.04,9
formal shoes,exact,29,245,2,61.18,710.76,8
luxury shoes,exact,111,1148,2,227.38,916.99,10
narrow shoes,exact,27,373,1,98.09,158.43,8
vans sneakers,exact,25,336,1,71.21,285.05,9
shoe  models,phrase,198,3603,18,552.75,6495.78,0
discount shoes,exact,130,1981,8,255.94,2921.48,10
shoe store,exact,137,1119,7,383.91,2537.28,10
formal shoes,broad,  243  ,8245,15,938.95,2273.35,5
 kids shoes ,phrase,191,2834,13,871.06,5505.43,8
soccer shoes,exact,131,1125,8,559.63,3230.47,10
formal shoes,broad,125,4593,7,253.31,3412.5,5
marathon shoes,exact,21,165,2,20.18,276.95,10
women sports shoes,exact,16,118,0,59.78,0.0,8
shoe sale,broad,234,7927,15,271.79,4317.11,5
luxury shoes,exact,75,1148,7,41.74,2180.54,8
hiking shoes,phrase,148,3642,2,310.95,188.44,5
narrow shoes,exact,113,1114,6,125.58,2741.0,7
affordable shoes,exact,70,699,2,326.03,515.83,9
casual shoes,exact,112,1957,"9,00",466.69,1558.19,9
converse all star,exact,246,1865,4,1041.23,1202.39,7
puma running,exact,13,141,1,51.34,240.23,10
shoe clearance,broad,226,7365,3,889.77,827.65,-3
wide fit shoes,phrase,326,4697,5,1237.1,611.98,8
shoe reviews,broad,106,6946,1,177.3,356.04,3
shoe shop,broad,97,4814,5,481.5,1469.58,4
training shoes,exact,182,1789,9,137.08,1197.78,8
vans sneakers,exact,207,1982,16,386.86,4618.67,8
summer sandals,exact,103,848,7,438.08,1211.9,7
shoe sizes,broad,174,5248,11,193.55,1239.74,4
shoe reviews,exact,68,517,3,41.55,1493.21,8
adidas ultraboost,broad,309,8951,21,723.04,6332.89,6
shoe store,exact,134,1494,3,241.22,740.57,7
men shoes,broad,178,6092,7,612.62,1667.91,6
affordable shoes,phrase,129,3884,8,,3723.67,7
CROSSFIT SHOES,phrase,185,4829,6,732.3,1852.77,6
shoe sale,phrase,286,4565,16,953.16,1493.15,7
shoe outlet,phrase,136,3857,12,368.67,3450.55,8
wide fit shoes,exact,268,1982,20,149.96,9037.7,9
training shoes,phrase,334,4747,33,762.47,4874.27,5
shoe discount,phrase,21,551,0,101.3,0.0,5
CASUAL SHOES,exact,169,1697,16,834.1,7285.66,7
shoe outlet,phrase,178,3034,5,254.11,1139.27,5
adidas ultraboost,phrase,254,3425,9,995.84,3241.47,5
basketball shoes,broad,61,3522,1,90.54,207.11,4
shoe promotion,exact,153,1082,12,428.3,1021.73,8
shoe promotion,phrase,26,889,0,NULL,0.0,6
shoe ratings,phrase,143,3029,6,257.79,2655.67,8
reebok nano,phrase,165,2426,4,309.95,793.94,6
formal shoes,phrase,218,4394,16,522.02,1377.89,5
nike air max,exact,142,1819,3,688.47,674.18,10
puma running,phrase,189,3535,12,589.48,1871.82,7
leather shoes,exact,123,1713,133,601.38,5303.82,9
crossfit shoes,exact,34,362,1,53.07,238.39,8
wide fit shoes,phrase,276,4684,20,1107.91,9282.06,7
shoe clearance,exact,19,288,0,63.5,0.0,10
running shoes,phrase,75,1856,4,112.5,1947.2,8
 shoe comparison ,broad,227,9730,12,1006.91,3975.22,6
shoe promotion,broad,106,9907,3,458.1,997.07,3
walking shoes,broad,36,1520,3,127.62,678.01,4
walking shoes,exact,35,236,1,61.54,272.64,8
formal shoes,phrase,96,1811,5,117.92,  850.31  ,5
summer sandals,exact,203,1433,4,552.61,1219.69,9
waterproof shoes,broad,36,1884,2,126.36,456.35,6
soccer shoes,exact,65,1253,1,43.04,316.46,8
shoe outlet,exact,112,1288,4,496.62,973.78,8
discount shoes,phrase,75,1171,5,217.94,1034.74,6
walking shoes,broad,142,3868,11,549.11,2439.3,3
online shoes,broad,63,3496,4,143.84,459.21,4
winter  boots,exact,222,1679,3,617.73,369.22,8
affordable shoes,phrase,91,4473,0,398.49,0.0,7
